"Jelölt neve","Nemzetiség","Státusz","OEVK","Állapotváltozás dátuma","Jelölő szervezet neve","Lista típusa"
"MAGYAR FERENC","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MAGYAR GÁBOR","","Nyilvántartásba véve","Békés vármegye, 03. számú egyéni választókerület","2026. március 14.","Magyar Kétfarkú Kutya Párt",""
"MAGYAR GÁBOR","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"MAGYAR PÉTER","","Nyilvántartásba véve","Vas vármegye, 02. számú egyéni választókerület","2026. március 12.","Független jelölt",""
"MAGYAR PÉTER","","Nyilvántartásba véve","Budapest főváros, 03. számú egyéni választókerület","2026. február 27.","Tisztelet és Szabadság Párt",""
"MAGYAR PÉTER","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MAGYAR RÓBERT","","Nyilvántartásba vétel visszautasítva","Somogy vármegye, 01. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"MAGYARI TIBOR","","Nem kíván indulni","Pest vármegye, 14. számú egyéni választókerület","2026. március 6.","Jobbik Magyarországért Mozgalom",""
"DR. MÁK KORNÉL","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MAKRANCZI RENÁTA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MAKULA GÁBRIEL","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 05. számú egyéni választókerület","2026. március 10.","Normális Élet Pártja",""
"MAKULA VIOLETTA","","Nem kíván indulni","Szabolcs-Szatmár-Bereg vármegye, 01. számú egyéni választókerület","2026. március 6.","Normális Élet Pártja",""
"MALINKÓ PÁL","","Nyilvántartásba vétel visszautasítva","Borsod-Abaúj-Zemplén vármegye, 04. számú egyéni választókerület","2026. március 13.","Független jelölt",""
"MANUKJAN ARMEN","Örmény","Nyilvántartásba véve","","2026. március 2.","Országos Örmény Önkormányzat","Nemzetiségi lista"
"MANZ JÓZSEF","Német","Nyilvántartásba véve","","2026. március 8.","Magyarországi Németek Országos Önkormányzata","Nemzetiségi lista"
"MARKOVICS JÓZSEFNÉ","Horvát","Nyilvántartásba véve","","2026. március 5.","Országos Horvát Önkormányzat","Nemzetiségi lista"
"MAROSVÖLGYI ANNA","","Nyilvántartásba véve","Budapest főváros, 11. számú egyéni választókerület","2026. március 2.","Mi Hazánk Mozgalom",""
"MAROSVÖLGYI ANNA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MARTINECZ ARANKA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MÁRTITY PREDRÁG","","Nem kíván indulni","Pest vármegye, 09. számú egyéni választókerület","2026. március 6.","Középen Állók Pártja",""
"MARTON JÓZSEF","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MARTON SÁNDOR","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MATA ELEK","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MATA KRISZTIÁN","","Nem kíván indulni","Borsod-Abaúj-Zemplén vármegye, 05. számú egyéni választókerület","2026. március 6.","Független jelölt",""
"MÁTÉ JÁNOS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MÁTÉ SÁNDOR","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 03. számú egyéni választókerület","2026. március 9.","Középen Állók Pártja",""
"MÁTÉNÉ SZÖLLŐSI ANDREA","","Nem kíván indulni","Bács-Kiskun vármegye, 03. számú egyéni választókerület","2026. március 4.","Hallassuk a Hangunkat Szövetségesei Párt",""
"DR. MÁTHÉ ZSUZSA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. MÁTRAI MÁRTA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. MATYIJCSIK SÁNDOR","","Nyilvántartásba véve","Zala vármegye, 03. számú egyéni választókerület","2026. március 2.","Mi Hazánk Mozgalom",""
"DR. MATYIJCSIK SÁNDOR","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MAURER TÍMEA","","Nyilvántartásba vétel visszautasítva","Szabolcs-Szatmár-Bereg vármegye, 02. számú egyéni választókerület","2026. március 19.","Magyar Kétfarkú Kutya Párt",""
"MEGYASZAI ZOLTÁNNÉ","Német","Nyilvántartásba véve","","2026. március 8.","Magyarországi Németek Országos Önkormányzata","Nemzetiségi lista"
"MÉHES SZILVESZTER","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MELLÉTHEI-BARNA MÁRTON","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MENCZER TAMÁS","","Nyilvántartásba véve","Pest vármegye, 03. számú egyéni választókerület","2026. február 28.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"MENCZER TAMÁS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MERHA ATTILA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MERNYEI ÁKOS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MÉSZÁROS DÁVID","","Nyilvántartásba véve","Jász-Nagykun-Szolnok vármegye, 01. számú egyéni választókerület","2026. március 7.","Demokratikus Koalíció",""
"MÉSZÁROS GÉZA","","Nyilvántartásba véve","Győr-Moson-Sopron vármegye, 03. számú egyéni választókerület","2026. március 9.","Független jelölt",""
"DR. MÉSZÁROS LAJOS","","Nyilvántartásba véve","Fejér vármegye, 04. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. MÉSZÁROS LAJOS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MÉSZÁROS MÓNIKA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MÉSZÁROS SÁNDOR","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MÉSZÁROS SZABOLCS","","Nyilvántartásba véve","Somogy vármegye, 01. számú egyéni választókerület","2026. március 14.","Magyar Kétfarkú Kutya Párt",""
"MÉSZÁROS SZABOLCS","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"MEZEI ZSOLT","","Nyilvántartásba véve","Fejér vármegye, 05. számú egyéni választókerület","2026. március 15.","Demokratikus Koalíció",""
"MEZEI ZSOLT","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"MIHÁLFFY BÉLA","","Nyilvántartásba véve","Csongrád-Csanád vármegye, 02. számú egyéni választókerület","2026. február 27.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"MIHÁLFFY BÉLA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MIHÁLY RÓBERTNÉ","","Nyilvántartásba vétel visszautasítva","Nógrád vármegye, 01. számú egyéni választókerület","2026. március 9.","Középen Állók Pártja",""
"MIKLÓS ÁRPÁD","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MIKLÓS ÁRPÁD FERENC","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 01. számú egyéni választókerület","2026. március 5.","Mi Hazánk Mozgalom",""
"MIKLÓS ÁRPÁD FERENC","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MILÁK ARTÚRNÉ","","Nem kíván indulni","Békés vármegye, 02. számú egyéni választókerület","2026. március 13.","Középen Állók Pártja",""
"MILÁK EMÍLIA","","Nem kíván indulni","Békés vármegye, 02. számú egyéni választókerület","2026. március 13.","Normális Élet Pártja",""
"MILEK RITA","","Nyilvántartásba vétel visszautasítva","Veszprém vármegye, 02. számú egyéni választókerület","2026. március 9.","Középen Állók Pártja",""
"MIRKÓCZKI ÁDÁM","","Nyilvántartásba véve","Heves vármegye, 01. számú egyéni választókerület","2026. március 14.","Független jelölt",""
"MISKOLCZI LÁSZLÓ","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"DR. MISKOLCZI ORSOLYA","","Nyilvántartásba véve","Pest vármegye, 05. számú egyéni választókerület","2026. február 26.","Tisztelet és Szabadság Párt",""
"DR. MISKOLCZI ORSOLYA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MITKU-VENCZEL RENÁTA","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"MIYAZAKI JUN","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"MÓCZ ZOLTÁN","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MOCSÁR ERIK","","Nem kíván indulni","Szabolcs-Szatmár-Bereg vármegye, 01. számú egyéni választókerület","2026. március 6.","Középen Állók Pártja",""
"MOCSÁR LÁSZLÓ","","Nyilvántartásba vétel visszautasítva","Szabolcs-Szatmár-Bereg vármegye, 06. számú egyéni választókerület","2026. március 9.","Középen Állók Pártja",""
"MODOK CSABA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MOHÁCSI ANDRÁS","","Nem kíván indulni","Veszprém vármegye, 01. számú egyéni választókerület","2026. március 6.","Független jelölt",""
"MOHÁCSI FERENC","","Nyilvántartásba vétel visszautasítva","Bács-Kiskun vármegye, 04. számú egyéni választókerület","2026. március 12.","Középen Állók Pártja",""
"MOHÁCSI IRÉN IZABELLA","","Nyilvántartásba vétel visszautasítva","Békés vármegye, 01. számú egyéni választókerület","2026. március 13.","Normális Élet Pártja",""
"MOHÁCSY ISTVÁN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. MOKRAI MIHÁLY","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 02. számú egyéni választókerület","2026. március 2.","Demokratikus Koalíció",""
"DR. MOKRAI MIHÁLY","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"DR. MOLNÁR ÁGNES","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MOLNÁR BÁLINT","","Nyilvántartásba véve","Veszprém vármegye, 04. számú egyéni választókerület","2026. február 28.","Demokratikus Koalíció",""
"MOLNÁR BÁLINT","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"DR. MOLNÁR CSABA","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"MOLNÁR DÁNIEL","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MOLNÁR FERENC","","Nem kíván indulni","Budapest főváros, 12. számú egyéni választókerület","2026. március 6.","Jobbik Magyarországért Mozgalom",""
"MOLNÁR GÁBOR","","Nyilvántartásba véve","Békés vármegye, 03. számú egyéni választókerület","2026. március 14.","Demokratikus Koalíció",""
"MOLNÁR GÁBOR","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"MOLNÁR GYULA","","Nyilvántartásba véve","Budapest főváros, 10. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"MOLNÁR JÁNOS","","Nyilvántartásba véve","Bács-Kiskun vármegye, 02. számú egyéni választókerület","2026. február 28.","Tisztelet és Szabadság Párt",""
"MOLNÁR JÁNOS","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MOLNÁR JENŐ","","Nyilvántartásba vétel visszautasítva","Borsod-Abaúj-Zemplén vármegye, 04. számú egyéni választókerület","2026. március 13.","Független jelölt",""
"DR. MOLNÁR KRISZTIÁN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MOLNÁR M. MÁRTON","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MOLNÁR MÁRIA","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 04. számú egyéni választókerület","2026. március 2.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"MOLNÁR MIKLÓS","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 08. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"DR. MOLNÁR PÉTER","","Nyilvántartásba véve","Somogy vármegye, 01. számú egyéni választókerület","2026. március 7.","Demokratikus Koalíció",""
"DR. MOLNÁR PÉTER","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"MOLNÁR PÉTER","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MOLNÁR SÁMUEL LÁSZLÓ","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 05. számú egyéni választókerület","2026. március 15.","Magyar Kétfarkú Kutya Párt",""
"MOLNÁR SÁNDOR","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MOLNÁR ZOLTÁN","","Nyilvántartásba véve","Nógrád vármegye, 02. számú egyéni választókerület","2026. február 24.","Tisztelet és Szabadság Párt",""
"MOLNÁR ZOLTÁN","","Nyilvántartásba vétel visszautasítva","Békés vármegye, 03. számú egyéni választókerület","2026. március 10.","Jobbik Magyarországért Mozgalom",""
"MOLNÁR ZOLTÁN","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 03. számú egyéni választókerület","2026. március 6.","Demokratikus Koalíció",""
"MOLNÁR ZOLTÁN","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MOLNÁRNÉ DR. LEZSÁK ANNA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. MONOSTORY ATTILA","","Nem kíván indulni","Budapest főváros, 09. számú egyéni választókerület","2026. március 5.","Független jelölt",""
"DR. MONOSTORY ATTILA","","Nem kíván indulni","Budapest főváros, 09. számú egyéni választókerület","2026. február 23.","Nemzetegyesítő Mozgalom a Szentkorona Országaiért",""
"MÓRING JÓZSEF ATTILA","","Nyilvántartásba véve","Somogy vármegye, 03. számú egyéni választókerület","2026. február 27.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"MÓRING JÓZSEF ATTILA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MOSONYI ZSOLT","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"MUCSI TAMÁS","","Nyilvántartásba véve","Csongrád-Csanád vármegye, 04. számú egyéni választókerület","2026. március 5.","Demokratikus Koalíció",""
"MUCSI TAMÁS","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"MUDRIS KRISZTIÁN EMIL","","Nem kíván indulni","Pest vármegye, 01. számú egyéni választókerület","2026. március 6.","Normális Élet Pártja",""
"MUHARI GERGELY","","Nyilvántartásba véve","Pest vármegye, 14. számú egyéni választókerület","2026. február 28.","Tisztelet és Szabadság Párt",""
"MUHARI GERGELY","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"MURAKÖZI ISTVÁN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"MURÁNYI LEVENTE","","Kiesett","Pest vármegye, 11. számú egyéni választókerület","2026. március 18.","Jobbik Magyarországért Mozgalom",""
"MUSTÓ GÉZA","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"DR. MUSZEV DIMITROV DANCSO","Bolgár","Nyilvántartásba véve","","2026. március 2.","Bolgár Országos Önkormányzat","Nemzetiségi lista"
"MÜLLER ANDRÁS","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"MÜLLER ANNA","","Nyilvántartásba véve","Budapest főváros, 13. számú egyéni választókerület","2026. február 27.","Tisztelet és Szabadság Párt",""
"MÜLLER ANNA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
